Material: Kapton , density =  1.420000 g/cm^3
Absorber is made of 4 elements
H 2% z =   1, a = 1.000000
C 69% z =   6, a = 12.000000
N 7% z =   7, a = 14.000000
O 20% z =   8, a = 16.000000
Z =   1, num = 114
  74.95   3.2260e-002   1.3030e-005     5181.5801   215.8400   6.7227e+001  
  81.20   3.0340e-002   1.2110e-005     5981.0400   244.2400   7.7262e+001  
  87.44   2.8680e-002   1.1310e-005     6827.3604   272.6400   8.7853e+001  
  93.69   2.7220e-002   1.0610e-005     7721.9600   301.0400   9.8978e+001  
  99.93   2.5940e-002   1.0000e-005     8663.4199   329.4400   1.1062e+002  
 112.43   2.3780e-002   8.9710e-006    10675.5596   435.9400   1.3540e+002  
 124.92   2.2040e-002   8.1410e-006    12859.5195   535.3400   1.6188e+002  
 137.41   2.0590e-002   7.4550e-006    15205.3604   631.9000   1.9028e+002  
 149.90   1.9370e-002   6.8800e-006    17708.8203   725.6200   2.2010e+002  
 162.39   1.8340e-002   6.3900e-006    20359.9609   817.9200   2.5276e+002  
 174.89   1.7440e-002   5.9670e-006    23154.5195   910.2200   2.8542e+002  
 199.87   1.5980e-002   5.2740e-006    29144.0801  1245.3401   3.5500e+002  
 224.85   1.4830e-002   4.7290e-006    35637.7383  1550.6400   4.3026e+002  
 249.84   1.3910e-002   4.2890e-006    42600.0000  1840.3199   5.0978e+002  
 274.82   1.3150e-002   3.9270e-006    49992.5195  2118.6399   5.9214e+002  
 299.80   1.2520e-002   3.6230e-006    57786.9023  2391.2800   6.7876e+002  
 324.79   1.1980e-002   3.3630e-006    65951.8984  2659.6599   7.6822e+002  
 349.77   1.1520e-002   3.1400e-006    74464.8047  2922.3601   8.6052e+002  
 374.76   1.1120e-002   2.9450e-006    83298.6172  3182.2200   9.5424e+002  
 399.74   1.0770e-002   2.7740e-006    92434.8984  3437.8198   1.0508e+003  
 424.72   1.0460e-002   2.6220e-006   101850.9219  3690.5801   1.1488e+003  
 449.71   1.0190e-002   2.4860e-006   111531.0625  3940.5000   1.2482e+003  
 499.67   9.7350e-003   2.2540e-006   131607.0156  4863.5000   1.4527e+003  
 562.13   9.2830e-003   2.0200e-006   157620.0000  6131.5601   1.7139e+003  
 624.59   8.9270e-003   1.8320e-006   186019.9844  7266.1396   1.9795e+003  
 687.05   8.6410e-003   1.6760e-006   214420.0000  8314.0996   2.2479e+003  
 749.51   8.4090e-003   1.5460e-006   242820.0000  9299.5801   2.5177e+003  
 811.97   8.2170e-003   1.4340e-006   272640.0000  10233.9404   2.7889e+003  
 874.43   8.0570e-003   1.3390e-006   303880.0000  11125.7002   3.0601e+003  
 936.89   7.9230e-003   1.2550e-006   335120.0000  11981.9600   3.3299e+003  
 999.35   7.8090e-003   1.1820e-006   366360.0000  12804.1396   3.5983e+003  
 1124.27   7.6280e-003   1.0590e-006   431680.0000  15757.7402   4.1308e+003  
 1249.19   7.4950e-003   9.5960e-007   498420.0000  18336.4609   4.6533e+003  
 1374.11   7.3950e-003   8.7780e-007   565160.0000  20662.4199   5.1660e+003  
 1499.02   7.3190e-003   8.0920e-007   633320.0000  22800.9414   5.6686e+003  
 1623.94   7.2620e-003   7.5090e-007   701480.0000  24788.9414   6.1585e+003  
 1748.86   7.2190e-003   7.0060e-007   771060.0000  26654.8203   6.6385e+003  
 1998.70   7.1630e-003   6.1830e-007   910220.0000  33141.3789   7.5643e+003  
 2001.20   7.1630e-003   6.1790e-007   910220.0000  33141.3789   7.5686e+003  
Z =   3, num = 112
   0.10   2.7890e+000   9.9510e-003        0.4090     0.0267   3.5912e-002  
   0.12   2.9330e+000   8.9170e-003        0.4445     0.0274   3.6821e-002  
   0.13   3.0480e+000   8.0900e-003        0.4771     0.0281   3.7616e-002  
   0.14   3.1380e+000   7.4130e-003        0.5098     0.0286   3.8326e-002  
   0.16   3.2060e+000   6.8480e-003        0.5410     0.0292   3.8965e-002  
   0.17   3.2570e+000   6.3680e-003        0.5708     0.0296   3.9547e-002  
   0.19   3.2920e+000   5.9560e-003        0.6021     0.0301   4.0087e-002  
   0.20   3.3140e+000   5.5960e-003        0.6319     0.0306   4.0598e-002  
   0.22   3.3260e+000   5.2810e-003        0.6617     0.0310   4.1081e-002  
   0.23   3.3280e+000   5.0010e-003        0.6915     0.0314   4.1549e-002  
   0.24   3.3240e+000   4.7520e-003        0.7214     0.0318   4.1989e-002  
   0.26   3.3130e+000   4.5280e-003        0.7512     0.0322   4.2430e-002  
   0.29   3.2790e+000   4.1410e-003        0.8122     0.0336   4.3253e-002  
   0.32   3.2180e+000   3.7460e-003        0.8889     0.0355   4.4233e-002  
   0.36   3.1450e+000   3.4240e-003        0.9670     0.0375   4.5184e-002  
   0.40   3.0660e+000   3.1560e-003        1.0480     0.0394   4.6107e-002  
   0.43   2.9850e+000   2.9290e-003        1.1303     0.0413   4.7030e-002  
   0.47   2.9040e+000   2.7350e-003        1.2155     0.0432   4.7953e-002  
   0.50   2.8230e+000   2.5660e-003        1.3021     0.0452   4.8876e-002  
