Material: Be9 , density =  1.850000 g/cm^3
Absorber is made of 1 elements
Be9 100% z =   4, a = 9.000000
Z =   1, num = 114
 109.13   5.5580e-003   1.8260e-006    11124.0498   486.5500   2.2200e+002  
 119.05   5.2140e-003   1.6850e-006    12981.4492   553.1500   2.5715e+002  
 128.98   4.9210e-003   1.5650e-006    14953.5508   621.6000   2.9415e+002  
 138.90   4.6680e-003   1.4620e-006    17038.5000   690.0500   3.3485e+002  
 148.82   4.4480e-003   1.3720e-006    19230.7500   758.5000   3.7555e+002  
 158.74   4.2530e-003   1.2920e-006    21528.4512   828.8000   4.1810e+002  
 168.66   4.0810e-003   1.2220e-006    23927.8984   897.2500   4.6250e+002  
 178.58   3.9270e-003   1.1590e-006    26423.5508   967.5500   5.0875e+002  
 198.42   3.6630e-003   1.0510e-006    31694.2012  1224.7000   6.0495e+002  
 223.23   3.3980e-003   9.4260e-007    38776.0000  1589.1500   7.3260e+002  
 248.03   3.1850e-003   8.5490e-007    46370.2500  1923.9999   8.6765e+002  
 272.83   3.0090e-003   7.8260e-007    54441.8008  2242.2000   1.0101e+003  
 297.64   2.8630e-003   7.2200e-007    62953.6523  2551.1499   1.1581e+003  
 322.44   2.7390e-003   6.7030e-007    71878.0469  2852.7000   1.3098e+003  
 347.24   2.6320e-003   6.2570e-007    81183.5469  3148.7002   1.4670e+003  
 372.05   2.5400e-003   5.8690e-007    90846.1016  3441.0000   1.6280e+003  
 396.85   2.4600e-003   5.5270e-007   100841.6563  3727.7500   1.7945e+003  
 446.46   2.3260e-003   4.9540e-007   121737.3984  4769.3003   2.1331e+003  
 496.06   2.2200e-003   4.4920e-007   143732.0469  5707.2500   2.4827e+003  
 545.67   2.1340e-003   4.1100e-007   166696.0938  6580.4497   2.8398e+003  
 595.27   2.0630e-003   3.7900e-007   190550.0000  7407.4004   3.2023e+003  
 644.88   2.0040e-003   3.5180e-007   214600.0000  8195.5000   3.5687e+003  
 694.49   1.9540e-003   3.2830e-007   240499.9844  8954.0000   3.9387e+003  
 793.70   1.8750e-003   2.8990e-007   292300.0000  11630.9502   4.6824e+003  
 892.91   1.8160e-003   2.5970e-007   345950.0000  13950.8506   5.4260e+003  
 992.12   1.7710e-003   2.3540e-007   403300.0000  16046.8994   6.1679e+003  
 1091.33   1.7360e-003   2.1540e-007   458800.0000  17982.0000   6.9005e+003  
 1190.55   1.7080e-003   1.9860e-007   518000.0000  19789.4512   7.6257e+003  
 1289.76   1.6860e-003   1.8420e-007   577200.0000  21495.1504   8.3417e+003  
 1388.97   1.6680e-003   1.7190e-007   636400.0000  23112.0508   9.0446e+003  
 1488.18   1.6530e-003   1.6120e-007   695600.0000  24651.2500   9.7384e+003  
 1587.40   1.6420e-003   1.5170e-007   756650.0000  26123.8516   1.0417e+004  
 1686.61   1.6320e-003   1.4340e-007   817700.0000  27535.3984   1.1085e+004  
 1785.82   1.6240e-003   1.3590e-007   878750.0000  28893.2988   1.1742e+004  
 1984.25   1.6130e-003   1.2310e-007   1002700.0000  33799.5000   1.3018e+004  
 2004.09   1.6130e-003   1.2220e-007   1011949.9375  33830.9492   1.3118e+004  
Z =   2, num = 112
   0.11   1.8110e+000   3.4660e-003        0.3275     0.0161   2.1127e-002  
   0.12   1.8120e+000   3.1720e-003        0.3552     0.0167   2.1645e-002  
   0.14   1.8070e+000   2.9280e-003        0.3830     0.0173   2.2145e-002  
   0.15   1.7960e+000   2.7200e-003        0.4107     0.0178   2.2607e-002  
   0.16   1.7820e+000   2.5420e-003        0.4384     0.0184   2.3069e-002  
   0.17   1.7660e+000   2.3870e-003        0.4662     0.0189   2.3513e-002  
   0.20   1.7270e+000   2.1310e-003        0.5235     0.0208   2.4383e-002  
   0.22   1.6840e+000   1.9270e-003        0.5809     0.0226   2.5215e-002  
   0.25   1.6400e+000   1.7610e-003        0.6420     0.0243   2.6048e-002  
   0.27   1.5950e+000   1.6230e-003        0.7030     0.0260   2.6880e-002  
   0.30   1.5510e+000   1.5060e-003        0.7659     0.0277   2.7731e-002  
   0.32   1.5090e+000   1.4050e-003        0.8325     0.0294   2.8564e-002  
   0.35   1.4680e+000   1.3180e-003        0.8991     0.0311   2.9415e-002  
   0.37   1.4290e+000   1.2420e-003        0.9676     0.0328   3.0284e-002  
   0.40   1.3910e+000   1.1740e-003        1.0397     0.0344   3.1172e-002  
   0.42   1.3550e+000   1.1140e-003        1.1119     0.0361   3.2061e-002  
   0.45   1.3210e+000   1.0600e-003        1.1859     0.0378   3.2967e-002  
   0.50   1.2570e+000   9.6760e-004        1.3413     0.0440   3.4854e-002  
   0.56   1.1860e+000   8.7320e-004        1.5466     0.0531   3.7333e-002  
   0.62   1.1220e+000   7.9650e-004        1.7630     0.0617   3.9923e-002  
   0.69   1.0660e+000   7.3270e-004        1.9906     0.0700   4.2643e-002  
   0.75   1.0150e+000   6.7900e-004        2.2311     0.0782   4.5510e-002  
   0.81   9.6940e-001   6.3290e-004        2.4827     0.0863   4.8488e-002  
   0.87   9.2800e-001   5.9300e-004        2.7454     0.0944   5.1615e-002  
   0.94   8.9040e-001   5.5810e-004        3.0210     0.1025   5.4890e-002  
   1.00   8.5600e-001   5.2720e-004        3.3060     0.1106   5.8275e-002  
   1.12   7.9540e-001   4.7520e-004        3.9128     0.1406   6.5435e-002  
   1.25   7.4370e-001   4.3300e-004        4.5621     0.1688   7.3093e-002  
   1.37   6.9910e-001   3.9790e-004        5.2558     0.1961   8.1252e-002  
   1.50   6.6010e-001   3.6840e-004        5.9903     0.2220   8.9873e-002  
   1.62   6.2580e-001   3.4320e-004        6.7692     0.2498   9.8956e-002  
   1.75   5.9530e-001   3.2130e-004        7.5868     0.2756   1.0848e-001  
   2.00   5.4330e-001   2.8530e-004        9.3443     0.3719   1.2883e-001  
   2.25   4.9850e-001   2.5690e-004       11.2665     0.4625   1.5092e-001  
   2.50   4.5680e-001   2.3380e-004       13.3607     0.5513   1.7482e-001  
   2.75   4.2420e-001   2.1470e-004       15.6325     0.6401   1.9980e-001  
   3.00   3.9630e-001   1.9860e-004       18.0708     0.7289   2.2755e-001  
   3.25   3.7220e-001   1.8490e-004       20.6719     0.8177   2.5715e-001  
   3.50   3.5120e-001   1.7300e-004       23.4377     0.9102   2.8860e-001  
   3.75   3.3260e-001   1.6260e-004       26.3625     1.0008   3.2190e-001  
   4.00   3.1610e-001   1.5350e-004       29.4446     1.0952   3.5520e-001  
   4.25   3.0120e-001   1.4530e-004       32.6858     1.1896   3.9220e-001  
   4.50   2.8790e-001   1.3810e-004       36.0787     1.2858   4.2920e-001  
   5.00   2.6470e-001   1.2560e-004       43.3233     1.6484   5.0875e-001  
   5.62   2.4090e-001   1.1290e-004       53.2227     2.1700   6.1790e-001  
   6.25   2.2140e-001   1.0270e-004       64.0452     2.6622   7.3630e-001  
   6.87   2.0500e-001   9.4210e-005       75.7797     3.1450   8.6580e-001  
   7.50   1.9110e-001   8.7080e-005       88.4078     3.6242   1.0027e+000  
   8.12   1.7910e-001   8.1000e-005      101.9184     4.1070   1.1489e+000  
   8.74   1.6860e-001   7.5740e-005      116.3003     4.5917   1.3043e+000  
   9.37   1.5940e-001   7.1150e-005      131.5406     5.0819   1.4670e+000  
   9.99   1.5130e-001   6.7100e-005      147.6337     5.5796   1.6409e+000  
  11.24   1.3740e-001   6.0300e-005      182.3027     7.4481   2.0110e+000  
  12.49   1.2610e-001   5.4790e-005      220.1500     9.2038   2.4143e+000  
  13.74   1.1660e-001   5.0240e-005      260.8500    10.9169   2.8509e+000  
  14.99   1.0860e-001   4.6420e-005      305.2500    12.6207   3.3208e+000  
  16.24   1.0170e-001   4.3150e-005      353.3500    14.3264   3.8203e+000  
  17.49   9.5730e-002   4.0340e-005      403.3000    16.0469   4.3512e+000  
  19.99   8.5810e-002   3.5710e-005      514.3000    22.4368   5.5037e+000  
  22.49   7.7910e-002   3.2070e-005      636.4000    28.3883   6.7747e+000  
  24.98   7.1470e-002   2.9120e-005      771.4500    34.1936   8.1603e+000  
  27.48   6.6110e-002   2.6690e-005      915.7499    39.9730   9.6570e+000  
  29.98   6.1580e-002   2.4650e-005     1073.0000    45.7783   1.1263e+001  
  32.48   5.7690e-002   2.2900e-005     1241.3500    51.6391   1.2976e+001  
  34.98   5.4320e-002   2.1400e-005     1418.9501    57.5720   1.4794e+001  
  37.48   5.1360e-002   2.0090e-005     1607.6499    63.5845   1.6715e+001  
  39.97   4.8750e-002   1.8930e-005     1807.4501    69.6803   1.8735e+001  
