100keV.dat 0.1 0.82168504867
100keV.dat 0.2 0.878510377571
100keV.dat 0.3 0.84470114236
100keV.dat 0.4 0.786177632284
100keV.dat 0.5 0.722366446585
100keV.dat 0.6 0.660087851616
100keV.dat 0.7 0.601794550575
100keV.dat 0.8 0.548233832904
100keV.dat 0.9 0.499449672232
100keV.dat 1.0 0.455197106756
100keV.dat 1.1 0.415123665211
100keV.dat 1.2 0.378851056177
100keV.dat 1.3 0.346011598258
100keV.dat 1.4 0.316263535267
100keV.dat 1.5 0.28929629234
100keV.dat 1.6 0.264830867597
100keV.dat 1.7 0.242618126595
100keV.dat 1.8 0.222436216862
100keV.dat 1.9 0.204087718366
100keV.dat 2.0 0.187396897716
100keV.dat 2.1 0.17220712085
100keV.dat 2.2 0.158378577977
100keV.dat 2.3 0.145786259747
100keV.dat 2.4 0.134318169628
100keV.dat 2.5 0.123873769845
100keV.dat 2.6 0.114362621662
100keV.dat 2.7 0.105703241645
100keV.dat 2.8 0.0978220451238
100keV.dat 2.9 0.0906524781615
100keV.dat 3.0 0.084134236483
100keV.dat 3.1 0.0782125825558
100keV.dat 3.2 0.0728377568136
100keV.dat 3.3 0.0679644576133
100keV.dat 3.4 0.0635513814989
100keV.dat 3.5 0.0595608172405
100keV.dat 3.6 0.0559582942784
100keV.dat 3.7 0.0527122609087
100keV.dat 3.8 0.0497938103103
100keV.dat 3.9 0.0471764210327
100keV.dat 4.0 0.0448357498468
100keV.dat 4.1 0.0427494186407
100keV.dat 4.2 0.0408968362814
100keV.dat 4.3 0.0392590709791
100keV.dat 4.4 0.0378186526182
100keV.dat 4.5 0.0365594928305
100keV.dat 4.6 0.0354667331809
100keV.dat 4.7 0.0345266725692
100keV.dat 4.8 0.0337266438058
100keV.dat 4.9 0.0330549521512
100keV.dat 5.0 0.0325007733969

125keV.dat 0.1 0.771440918813
125keV.dat 0.2 0.84191222621
125keV.dat 0.3 0.821230279554
125keV.dat 0.4 0.772556284505
125keV.dat 0.5 0.715797187612
125keV.dat 0.6 0.658506579726
125keV.dat 0.7 0.603722293332
125keV.dat 0.8 0.552612667799
125keV.dat 0.9 0.505518103827
125keV.dat 1.0 0.462402586152
125keV.dat 1.1 0.423062259834
125keV.dat 1.2 0.387225714793
