RUNGE KUTTA: X Z PHI
 0.5041537407045485 0.3952020291141448E-01-0.1047197551196598
 0.5202016080116337 0.1976546238847736-0.9496826105810620E-01
 0.5096920616439466 0.9221380679330048E-01-0.1047197551182438
 0.5059998476843479 0.5708473753870984E-01-0.1047197551196598
 0.5133841914380698 0.1273428848937485-0.1046368314646114
 0.5084613236574137 0.8050411704177028E-01-0.1047197551196598
 0.5135278032525733 0.1287133062947228-0.1046154409330581
 0.5101503184549684 0.9657382911219890E-01-0.1047197543181744
 0.5090243219234457 0.8586068773189420E-01-0.1047197551196568
 0.5098095862932941 0.9333197913996134E-01-0.1047197550735851
 0.5092860767134094 0.8835111820124843E-01-0.1047197551195327
 0.5098246279843383 0.9347509127065305E-01-0.1047197550646140
 0.5102716923700775 0.9772862479617664E-01-0.1047197530227826
 0.5106559724056469 0.1013848054055243-0.1047197345810292
 0.5110027184659464 0.1046838754783536-0.1047196502098534
 0.5112769169551551 0.1072927047115707-0.1047194372046967
 0.5115122091476271 0.1095313712817909-0.1047190066935702
 0.5117211685609661 0.1115195081142899-0.1047182482601964
 0.5119169432241519 0.1133822169356595-0.1047169825925693
 0.5121368360445275 0.1154744357145316-0.1047145125486783
 0.5123217395843249 0.1172337907979386-0.1047111116892045
 0.5124841872418960 0.1187795365153885-0.1047066820684528
 0.5126503958223544 0.1203611505265689-0.1047002561150902
 0.5128060288121788 0.1218422333833782-0.1046919727025687
 0.5129510681128511 0.1232226239068551-0.1046817612906149
 0.5131086361616730 0.1247224314760661-0.1046673200274050
 0.5132446310373707 0.1260170842951833-0.1046515004552908
 0.5134185242862076 0.1276728505764183-0.1046258735366930
 0.5135498011262226 0.1289231353684384-0.1046018807496735
 0.5136877403979787 0.1302372145761243-0.1045717771738450
 0.5138112827448142 0.1314144922171712-0.1045401049727515
 0.5139462390413921 0.1327009811686524-0.1044999239138877
 0.5140650371154879 0.1338338815127112-0.1044593457793925
 0.5142059604521276 0.1351783922422929-0.1044044578537717
 0.5143216993998584 0.1362831910129180-0.1043536022746007
 0.5144703773423692 0.1377032593335153-0.1042802338322520
 0.5145839130825740 0.1387883880112787-0.1042178785412519
 0.5147287471048274 0.1401736533535212-0.1041301484624827
 0.5148395700655363 0.1412344495047531-0.1040567189967071
 0.5149693712425349 0.1424779043542933-0.1039636715847251
 0.5150774935528019 0.1435145698350295-0.1038803055162713
 0.5151909808493826 0.1446036058913603-0.1037870536054182
 0.5152992035237087 0.1456430685850964-0.1036926548209964
 0.5154044166095916 0.1466545641320177-0.1035957666464915
 0.5155234282927063 0.1477998981231430-0.1034800614069213
 0.5156266754868348 0.1487945915685857-0.1033743714782573
 0.5157475312714334 0.1499602640863213-0.1032443217692612
 0.5158506099438935 0.1509556706114797-0.1031279780322272
 0.5159557571217751 0.1519722434769731-0.1030041690430658
 0.5160615853408466 0.1529966699365010-0.1028743997924156
 0.5161605655103898 0.1539560071140196-0.1027484992394363
 0.5162876359292153 0.1551893720818188-0.1025808620010886
 0.5163879471217816 0.1561644655047318-0.1024441676589314
 0.5164923132177941 0.1571803856238468-0.1022982478829754
 0.5165943204364219 0.1581747719782653-0.1021522520860414
 0.5166917543595543 0.1591259282917145-0.1020098608851406
 0.5168191107857966 0.1603712315453522-0.1018195925062078
 0.5169180011826627 0.1613398251032074-0.1016686977185560
