25.75 -48.817890735838546
25.8 -54.697637663928113
25.85 -62.004058601687035
25.9 -71.328494840554782
25.95 -83.641483937369031
26.0 -100.65473787206982
26.05 -125.69561465347989
26.1 -166.20206488096147
26.15 -242.90692764980182
26.2 -443.53998636537108
26.25 -2331.2865845489923
26.3 734.61922563325425
26.35 320.81221679935959
26.4 206.62821591871057
26.45 153.14370630169194
26.5 122.12007670944121
26.55 101.86334343423697
26.6 87.596826888348204
26.65 77.005367743018581
26.7 68.830696008327962
25.25 -21.960418585696953
25.75 -48.817890735838546
26.25 -2331.2865845489923
25.25 -21.960418585696953
25.3 -23.391305101223594
25.35 -24.978727065591485
25.4 -26.749928017069465
25.45 -28.738862676034003
25.5 -30.988398806548968
25.55 -33.553447597493353
25.6 -36.505512500469763
25.65 -39.939468119543911
25.7 -43.983958646708324
24.25 -8.2416032412261568
24.275 -8.4171458847770158
24.3 -8.5971162927526272
24.325 -8.7816860721227386
24.35 -8.9710355591943500
24.375 -9.1653547597024172
24.4 -9.3648440490334082
24.425 -9.5697145614737202
24.45 -9.7801890076052818
24.475 -9.9965027182238000
24.5 -10.218904426638735
24.525 -10.447656874146450
24.55 -10.683038470576351
24.575 -10.925344093934010
24.6 -11.174886206493428
24.625 -11.431996303282400
24.65 -11.697026824004444
24.675 -11.970352013468643
24.7 -12.252370254067275
24.725 -12.543506006677013
24.75 -12.844211295421530
24.775 -13.154969131902348
24.8 -13.476295342174952
24.825 -13.808741423629231
24.85 -14.152898240573833
24.875 -14.509399144412262
24.9 -14.878924101821354
24.925 -15.262203669994337
24.95 -15.660024401915422
24.975 -16.073233749241794
25.0 -16.502746376989620
25.025 -16.949550976269510
25.05 -17.414717743482910
25.075 -17.899407104569860
25.1 -18.404879325073214
25.125 -18.932505443844239
25.15 -19.483779873222666
25.175 -20.060334590797400
25.2 -20.663955214142263
25.225 -21.296599440655150
25.25 -21.960418585696953
25.275 -22.657781997303911
25.3 -23.391305101223594
25.325 -24.163882741580050
25.35 -24.978727065591485
25.375 -25.839412480864205
25.4 -26.749928017069465
25.425 -27.714739533646316
25.45 -28.738862676034003
25.475 -29.827950691746373
